keywords,year,_objectid,_accessionnum,_title,_displaydate,_medium,_dimensions,_inscription,_markings,_artist,_provenance,_creditline,_classification,_watermarks,_imagelink,_uuid,id
portrait,2022,223963,2022.55.48,New York,1987,gelatin silver print,"image: 80.01 × 80.01 cm (31 1/2 × 31 1/2 in.)
sheet: 108.59 × 101.6 cm (42 3/4 × 40 in.)","on verso, signed by artist, lower right in graphite: Rosalind Solomon",,Rosalind Fox Solomon,"Rosalind Fox Solomon, New York; Private collection; gift to NGA (through Paul Mahon, Washington, DC), 2022.",Gift of Annie and Paul Mahon,Photograph,,https://api.nga.gov/iiif/21930b45-9e85-461c-a2a2-8f0657696560/full/full/0/default.jpg,21930b45-9e85-461c-a2a2-8f0657696560,21930b45-9e85-461c-a2a2-8f0657696560
portrait,2022,223962,2022.55.47,New York,1987,gelatin silver print,"image: 80.01 × 80.01 cm (31 1/2 × 31 1/2 in.)
sheet: 108.59 × 101.6 cm (42 3/4 × 40 in.)","on verso, signed by artist, lower right in graphite: Rosalind Solomon",,Rosalind Fox Solomon,"Rosalind Fox Solomon, New York; Private collection; gift to NGA (through Paul Mahon, Washington, DC), 2022.",Gift of Annie and Paul Mahon,Photograph,,https://api.nga.gov/iiif/8664a804-566b-42ee-ba78-289a0fe1f7c5/full/full/0/default.jpg,8664a804-566b-42ee-ba78-289a0fe1f7c5,8664a804-566b-42ee-ba78-289a0fe1f7c5
portrait,2022,223961,2022.55.46,Untitled,1987–1988,gelatin silver print,"image: 80.01 × 80.01 cm (31 1/2 × 31 1/2 in.)
sheet: 108.59 × 101.6 cm (42 3/4 × 40 in.)","on verso, signed by artist, lower right in graphite: Rosalind Solomon",,Rosalind Fox Solomon,"Rosalind Fox Solomon, New York; Private collection; gift to NGA (through Paul Mahon, Washington, DC), 2022.",Gift of Annie and Paul Mahon,Photograph,,https://api.nga.gov/iiif/d0fef8b8-3ea1-4109-807d-b9113fb2db25/full/full/0/default.jpg,d0fef8b8-3ea1-4109-807d-b9113fb2db25,d0fef8b8-3ea1-4109-807d-b9113fb2db25
portrait,2022,223960,2022.55.45,New York,1987,gelatin silver print,"image: 80.01 × 80.01 cm (31 1/2 × 31 1/2 in.)
sheet: 108.59 × 101.6 cm (42 3/4 × 40 in.)","on verso, signed by artist, lower right in graphite: Rosalind Solomon",,Rosalind Fox Solomon,"Rosalind Fox Solomon, New York; Private collection; gift to NGA (through Paul Mahon, Washington, DC), 2022.",Gift of Annie and Paul Mahon,Photograph,,https://api.nga.gov/iiif/f50feb60-d9e5-4249-b646-75c52c8cbfc3/full/full/0/default.jpg,f50feb60-d9e5-4249-b646-75c52c8cbfc3,f50feb60-d9e5-4249-b646-75c52c8cbfc3
portrait,2022,223959,2022.55.44,New York,1987,gelatin silver print,"image: 80.01 × 80.01 cm (31 1/2 × 31 1/2 in.)
sheet: 108.59 × 101.6 cm (42 3/4 × 40 in.)","on verso, signed by artist, lower right in graphite: Rosalind Solomon",,Rosalind Fox Solomon,"Rosalind Fox Solomon, New York; Private collection; gift to NGA (through Paul Mahon, Washington, DC), 2022.",Gift of Annie and Paul Mahon,Photograph,,https://api.nga.gov/iiif/b1b5a2e3-1eff-40d1-b0c9-c76bf3a9478b/full/full/0/default.jpg,b1b5a2e3-1eff-40d1-b0c9-c76bf3a9478b,b1b5a2e3-1eff-40d1-b0c9-c76bf3a9478b
portrait,2022,223958,2022.55.43,New York,1987,gelatin silver print,"image: 80.01 × 80.01 cm (31 1/2 × 31 1/2 in.)
sheet: 108.59 × 101.6 cm (42 3/4 × 40 in.)","on verso, signed by artist, lower right in graphite: Rosalind Solomon",,Rosalind Fox Solomon,"Rosalind Fox Solomon, New York; Private collection; gift to NGA (through Paul Mahon, Washington, DC), 2022.",Gift of Annie and Paul Mahon,Photograph,,https://api.nga.gov/iiif/da4d1a4d-919c-43f5-95e1-8f9c2416b991/full/full/0/default.jpg,da4d1a4d-919c-43f5-95e1-8f9c2416b991,da4d1a4d-919c-43f5-95e1-8f9c2416b991
portrait,2022,223957,2022.55.42,New York,1987,gelatin silver print,"image: 80.01 × 80.01 cm (31 1/2 × 31 1/2 in.)
sheet: 108.59 × 101.6 cm (42 3/4 × 40 in.)","on verso, signed by artist, lower right in graphite: Rosalind Solomon",,Rosalind Fox Solomon,"Rosalind Fox Solomon, New York; Private collection; gift to NGA (through Paul Mahon, Washington, DC), 2022.",Gift of Annie and Paul Mahon,Photograph,,https://api.nga.gov/iiif/05fe769c-9e09-4c59-a474-33632cf7dc53/full/full/0/default.jpg,05fe769c-9e09-4c59-a474-33632cf7dc53,05fe769c-9e09-4c59-a474-33632cf7dc53
portrait,2022,223956,2022.55.41,New York,1987,gelatin silver print,"image: 80.01 × 80.01 cm (31 1/2 × 31 1/2 in.)
sheet: 108.59 × 101.6 cm (42 3/4 × 40 in.)","on verso, signed by artist, lower right in graphite: Rosalind Solomon",,Rosalind Fox Solomon,"Rosalind Fox Solomon, New York; Private collection; gift to NGA (through Paul Mahon, Washington, DC), 2022.",Gift of Annie and Paul Mahon,Photograph,,https://api.nga.gov/iiif/4bb1f472-fcfe-4d41-b48f-51657a62a19f/full/full/0/default.jpg,4bb1f472-fcfe-4d41-b48f-51657a62a19f,4bb1f472-fcfe-4d41-b48f-51657a62a19f
portrait,2022,223955,2022.55.40,New York,1987,gelatin silver print,"image: 80.01 × 80.01 cm (31 1/2 × 31 1/2 in.)
sheet: 108.59 × 101.6 cm (42 3/4 × 40 in.)","on verso, signed by artist, lower right in graphite: Rosalind Solomon",,Rosalind Fox Solomon,"Rosalind Fox Solomon, New York; Private collection; gift to NGA (through Paul Mahon, Washington, DC), 2022.",Gift of Annie and Paul Mahon,Photograph,,https://api.nga.gov/iiif/8d83abf1-53a5-42c3-b245-917e3faa8ce8/full/full/0/default.jpg,8d83abf1-53a5-42c3-b245-917e3faa8ce8,8d83abf1-53a5-42c3-b245-917e3faa8ce8
portrait,2022,223919,2022.55.4,New York,1987,gelatin silver print,"image: 80.01 × 80.01 cm (31 1/2 × 31 1/2 in.)
sheet: 108.59 × 101.6 cm (42 3/4 × 40 in.)","on verso, signed by artist, lower right in graphite: Rosalind Solomon",,Rosalind Fox Solomon,"Rosalind Fox Solomon, New York; Private collection; gift to NGA (through Paul Mahon, Washington, DC), 2022.",Gift of Annie and Paul Mahon,Photograph,,https://api.nga.gov/iiif/eca836bf-f44b-4f86-8dab-86c3da3f3a69/full/full/0/default.jpg,eca836bf-f44b-4f86-8dab-86c3da3f3a69,eca836bf-f44b-4f86-8dab-86c3da3f3a69
portrait,2022,223954,2022.55.39,New York,1987,gelatin silver print,"image: 80.01 × 80.01 cm (31 1/2 × 31 1/2 in.)
sheet: 108.59 × 101.6 cm (42 3/4 × 40 in.)","on verso, signed by artist, lower right in graphite: Rosalind Solomon",,Rosalind Fox Solomon,"Rosalind Fox Solomon, New York; Private collection; gift to NGA (through Paul Mahon, Washington, DC), 2022.",Gift of Annie and Paul Mahon,Photograph,,https://api.nga.gov/iiif/849bbda8-0b43-419e-a7a6-c462fadf79dc/full/full/0/default.jpg,849bbda8-0b43-419e-a7a6-c462fadf79dc,849bbda8-0b43-419e-a7a6-c462fadf79dc
portrait,2022,223953,2022.55.38,New York,1987,gelatin silver print,"image: 80.01 × 80.01 cm (31 1/2 × 31 1/2 in.)
sheet: 108.59 × 101.6 cm (42 3/4 × 40 in.)","on verso, signed by artist, lower right in graphite: Rosalind Solomon",,Rosalind Fox Solomon,"Rosalind Fox Solomon, New York; Private collection; gift to NGA (through Paul Mahon, Washington, DC), 2022.",Gift of Annie and Paul Mahon,Photograph,,https://api.nga.gov/iiif/bfe111db-b861-4dcc-9bf8-6665239e07ac/full/full/0/default.jpg,bfe111db-b861-4dcc-9bf8-6665239e07ac,bfe111db-b861-4dcc-9bf8-6665239e07ac
portrait,2022,223952,2022.55.37,New York,1987,gelatin silver print,"image: 80.01 × 80.01 cm (31 1/2 × 31 1/2 in.)
sheet: 108.59 × 101.6 cm (42 3/4 × 40 in.)","on verso, signed by artist, lower right in graphite: Rosalind Solomon",,Rosalind Fox Solomon,"Rosalind Fox Solomon, New York; Private collection; gift to NGA (through Paul Mahon, Washington, DC), 2022.",Gift of Annie and Paul Mahon,Photograph,,https://api.nga.gov/iiif/708d0815-669f-4056-839d-2b84dd40ebfb/full/full/0/default.jpg,708d0815-669f-4056-839d-2b84dd40ebfb,708d0815-669f-4056-839d-2b84dd40ebfb
portrait,2022,223951,2022.55.36,New York,1987,gelatin silver print,"image: 80.01 × 80.01 cm (31 1/2 × 31 1/2 in.)
sheet: 108.59 × 101.6 cm (42 3/4 × 40 in.)","on verso, signed by artist, lower right in graphite: Rosalind Solomon",,Rosalind Fox Solomon,"Rosalind Fox Solomon, New York; Private collection; gift to NGA (through Paul Mahon, Washington, DC), 2022.",Gift of Annie and Paul Mahon,Photograph,,https://api.nga.gov/iiif/695af026-af41-41a6-88ca-d233d9239751/full/full/0/default.jpg,695af026-af41-41a6-88ca-d233d9239751,695af026-af41-41a6-88ca-d233d9239751
portrait,2022,223950,2022.55.35,New York,1987,gelatin silver print,"image: 80.01 × 80.01 cm (31 1/2 × 31 1/2 in.)
sheet: 108.59 × 101.6 cm (42 3/4 × 40 in.)","on verso, signed by artist, lower right in graphite: Rosalind Solomon",,Rosalind Fox Solomon,"Rosalind Fox Solomon, New York; Private collection; gift to NGA (through Paul Mahon, Washington, DC), 2022.",Gift of Annie and Paul Mahon,Photograph,,https://api.nga.gov/iiif/35d5fdeb-c917-4492-aae4-3d10c548734e/full/full/0/default.jpg,35d5fdeb-c917-4492-aae4-3d10c548734e,35d5fdeb-c917-4492-aae4-3d10c548734e
portrait,2022,223949,2022.55.34,New York,1987,gelatin silver print,"image: 80.01 × 80.01 cm (31 1/2 × 31 1/2 in.)
sheet: 108.59 × 101.6 cm (42 3/4 × 40 in.)","on verso, signed by artist, lower right in graphite: Rosalind Solomon",,Rosalind Fox Solomon,"Rosalind Fox Solomon, New York; Private collection; gift to NGA (through Paul Mahon, Washington, DC), 2022.",Gift of Annie and Paul Mahon,Photograph,,https://api.nga.gov/iiif/ffa63fce-3fe9-4a4d-aadd-87027063df93/full/full/0/default.jpg,ffa63fce-3fe9-4a4d-aadd-87027063df93,ffa63fce-3fe9-4a4d-aadd-87027063df93
portrait,2022,223948,2022.55.33,New York,1987,gelatin silver print,"image: 80.01 × 80.01 cm (31 1/2 × 31 1/2 in.)
sheet: 108.59 × 101.6 cm (42 3/4 × 40 in.)","on verso, signed by artist, lower right in graphite: Rosalind Solomon",,Rosalind Fox Solomon,"Rosalind Fox Solomon, New York; Private collection; gift to NGA (through Paul Mahon, Washington, DC), 2022.",Gift of Annie and Paul Mahon,Photograph,,https://api.nga.gov/iiif/3b7284ea-b509-42df-9497-2e12027b9b22/full/full/0/default.jpg,3b7284ea-b509-42df-9497-2e12027b9b22,3b7284ea-b509-42df-9497-2e12027b9b22
portrait,2022,223947,2022.55.32,New York,1987,gelatin silver print,"image: 80.01 × 80.01 cm (31 1/2 × 31 1/2 in.)
sheet: 108.59 × 101.6 cm (42 3/4 × 40 in.)","on verso, signed by artist, lower right in graphite: Rosalind Solomon",,Rosalind Fox Solomon,"Rosalind Fox Solomon, New York; Private collection; gift to NGA (through Paul Mahon, Washington, DC), 2022.",Gift of Annie and Paul Mahon,Photograph,,https://api.nga.gov/iiif/cf5ab45c-5fa7-4325-9c94-0abf210f3f74/full/full/0/default.jpg,cf5ab45c-5fa7-4325-9c94-0abf210f3f74,cf5ab45c-5fa7-4325-9c94-0abf210f3f74
portrait,2022,223946,2022.55.31,Untitled,1987–1988,gelatin silver print,"image: 80.01 × 80.01 cm (31 1/2 × 31 1/2 in.)
sheet: 108.59 × 101.6 cm (42 3/4 × 40 in.)","on verso, signed by artist, lower right in graphite: Rosalind Solomon",,Rosalind Fox Solomon,"Rosalind Fox Solomon, New York; Private collection; gift to NGA (through Paul Mahon, Washington, DC), 2022.",Gift of Annie and Paul Mahon,Photograph,,https://api.nga.gov/iiif/5d40c616-21bf-4a08-81c1-07a405f0fec9/full/full/0/default.jpg,5d40c616-21bf-4a08-81c1-07a405f0fec9,5d40c616-21bf-4a08-81c1-07a405f0fec9
portrait,2022,223945,2022.55.30,New York,1987,gelatin silver print,"image: 80.01 × 80.01 cm (31 1/2 × 31 1/2 in.)
sheet: 108.59 × 101.6 cm (42 3/4 × 40 in.)","on verso, signed by artist, lower right in graphite: Rosalind Solomon",,Rosalind Fox Solomon,"Rosalind Fox Solomon, New York; Private collection; gift to NGA (through Paul Mahon, Washington, DC), 2022.",Gift of Annie and Paul Mahon,Photograph,,https://api.nga.gov/iiif/451a6d8f-c560-4ea9-a5b8-b17dfd6edcba/full/full/0/default.jpg,451a6d8f-c560-4ea9-a5b8-b17dfd6edcba,451a6d8f-c560-4ea9-a5b8-b17dfd6edcba
portrait,2022,223918,2022.55.3,New York,1987,gelatin silver print,"image: 80.01 × 80.01 cm (31 1/2 × 31 1/2 in.)
sheet: 108.59 × 101.6 cm (42 3/4 × 40 in.)","on verso, signed by artist, lower right in graphite: Rosalind Solomon",,Rosalind Fox Solomon,"Rosalind Fox Solomon, New York; Private collection; gift to NGA (through Paul Mahon, Washington, DC), 2022.",Gift of Annie and Paul Mahon,Photograph,,https://api.nga.gov/iiif/6d68d015-f6b9-4674-854c-cf8407f1748b/full/full/0/default.jpg,6d68d015-f6b9-4674-854c-cf8407f1748b,6d68d015-f6b9-4674-854c-cf8407f1748b
portrait,2022,223944,2022.55.29,New York,1987,gelatin silver print,"image: 80.01 × 80.01 cm (31 1/2 × 31 1/2 in.)
sheet: 108.59 × 101.6 cm (42 3/4 × 40 in.)","on verso, signed by artist, lower right in graphite: Rosalind Solomon",,Rosalind Fox Solomon,"Rosalind Fox Solomon, New York; Private collection; gift to NGA (through Paul Mahon, Washington, DC), 2022.",Gift of Annie and Paul Mahon,Photograph,,https://api.nga.gov/iiif/c8bb78f3-4afc-4aee-9ce9-b45b062fadb6/full/full/0/default.jpg,c8bb78f3-4afc-4aee-9ce9-b45b062fadb6,c8bb78f3-4afc-4aee-9ce9-b45b062fadb6
portrait,2022,223943,2022.55.28,New York,1987,gelatin silver print,"image: 80.01 × 80.01 cm (31 1/2 × 31 1/2 in.)
sheet: 108.59 × 101.6 cm (42 3/4 × 40 in.)","on verso, signed by artist, lower right in graphite: Rosalind Solomon",,Rosalind Fox Solomon,"Rosalind Fox Solomon, New York; Private collection; gift to NGA (through Paul Mahon, Washington, DC), 2022.",Gift of Annie and Paul Mahon,Photograph,,https://api.nga.gov/iiif/f9fe1eef-2117-496c-9ef7-875357e5073c/full/full/0/default.jpg,f9fe1eef-2117-496c-9ef7-875357e5073c,f9fe1eef-2117-496c-9ef7-875357e5073c
portrait,2022,223942,2022.55.27,New York,1987,gelatin silver print,"image: 80.01 × 80.01 cm (31 1/2 × 31 1/2 in.)
sheet: 108.59 × 101.6 cm (42 3/4 × 40 in.)","on verso, signed by artist, lower right in graphite: Rosalind Solomon",,Rosalind Fox Solomon,"Rosalind Fox Solomon, New York; Private collection; gift to NGA (through Paul Mahon, Washington, DC), 2022.",Gift of Annie and Paul Mahon,Photograph,,https://api.nga.gov/iiif/51cea519-b2d8-41f3-8c91-b01dfb7e8574/full/full/0/default.jpg,51cea519-b2d8-41f3-8c91-b01dfb7e8574,51cea519-b2d8-41f3-8c91-b01dfb7e8574
portrait,2022,223941,2022.55.26,New York,1987,gelatin silver print,"image: 80.01 × 80.01 cm (31 1/2 × 31 1/2 in.)
sheet: 108.59 × 101.6 cm (42 3/4 × 40 in.)","on verso, signed by artist, lower right in graphite: Rosalind Solomon",,Rosalind Fox Solomon,"Rosalind Fox Solomon, New York; Private collection; gift to NGA (through Paul Mahon, Washington, DC), 2022.",Gift of Annie and Paul Mahon,Photograph,,https://api.nga.gov/iiif/118da3cb-4d8a-431c-a934-b4ee8658865b/full/full/0/default.jpg,118da3cb-4d8a-431c-a934-b4ee8658865b,118da3cb-4d8a-431c-a934-b4ee8658865b
Hand,2022,223940,2022.55.25,New York,1987,gelatin silver print,"image: 80.01 × 80.01 cm (31 1/2 × 31 1/2 in.)
sheet: 108.59 × 101.6 cm (42 3/4 × 40 in.)","on verso, signed by artist, lower right in graphite: Rosalind Solomon",,Rosalind Fox Solomon,"Rosalind Fox Solomon, New York; Private collection; gift to NGA (through Paul Mahon, Washington, DC), 2022.",Gift of Annie and Paul Mahon,Photograph,,https://api.nga.gov/iiif/61a2ede9-3f57-4d0b-a3e6-657a0ffcaf4c/full/full/0/default.jpg,61a2ede9-3f57-4d0b-a3e6-657a0ffcaf4c,61a2ede9-3f57-4d0b-a3e6-657a0ffcaf4c
portrait,2022,223939,2022.55.24,Untitled,1987–1988,gelatin silver print,"image: 80.01 × 80.01 cm (31 1/2 × 31 1/2 in.)
sheet: 108.59 × 101.6 cm (42 3/4 × 40 in.)","on verso, signed by artist, lower right in graphite: Rosalind Solomon",,Rosalind Fox Solomon,"Rosalind Fox Solomon, New York; Private collection; gift to NGA (through Paul Mahon, Washington, DC), 2022.",Gift of Annie and Paul Mahon,Photograph,,https://api.nga.gov/iiif/730379ac-b7dd-4508-b219-0d0786569cc8/full/full/0/default.jpg,730379ac-b7dd-4508-b219-0d0786569cc8,730379ac-b7dd-4508-b219-0d0786569cc8
portrait,2022,223938,2022.55.23,New York,1987,gelatin silver print,"image: 80.01 × 80.01 cm (31 1/2 × 31 1/2 in.)
sheet: 108.59 × 101.6 cm (42 3/4 × 40 in.)","on verso, signed by artist, lower right in graphite: Rosalind Solomon",,Rosalind Fox Solomon,"Rosalind Fox Solomon, New York; Private collection; gift to NGA (through Paul Mahon, Washington, DC), 2022.",Gift of Annie and Paul Mahon,Photograph,,https://api.nga.gov/iiif/626e487e-71aa-49bf-af62-cfb2d09e0c8f/full/full/0/default.jpg,626e487e-71aa-49bf-af62-cfb2d09e0c8f,626e487e-71aa-49bf-af62-cfb2d09e0c8f
portrait,2022,223937,2022.55.22,New York,1987,gelatin silver print,"image: 80.01 × 80.01 cm (31 1/2 × 31 1/2 in.)
sheet: 108.59 × 101.6 cm (42 3/4 × 40 in.)","on verso, signed by artist, lower right in graphite: Rosalind Solomon",,Rosalind Fox Solomon,"Rosalind Fox Solomon, New York; Private collection; gift to NGA (through Paul Mahon, Washington, DC), 2022.",Gift of Annie and Paul Mahon,Photograph,,https://api.nga.gov/iiif/da69870a-e56f-4f47-af10-980fc39fee3b/full/full/0/default.jpg,da69870a-e56f-4f47-af10-980fc39fee3b,da69870a-e56f-4f47-af10-980fc39fee3b
Woman,2022,223936,2022.55.21,New York,1987,gelatin silver print,"image: 80.01 × 80.01 cm (31 1/2 × 31 1/2 in.)
sheet: 108.59 × 101.6 cm (42 3/4 × 40 in.)","on verso, signed by artist, lower right in graphite: Rosalind Solomon",,Rosalind Fox Solomon,"Rosalind Fox Solomon, New York; Private collection; gift to NGA (through Paul Mahon, Washington, DC), 2022.",Gift of Annie and Paul Mahon,Photograph,,https://api.nga.gov/iiif/ebf4fa35-d92f-4b7e-8bcb-46cee96a7810/full/full/0/default.jpg,ebf4fa35-d92f-4b7e-8bcb-46cee96a7810,ebf4fa35-d92f-4b7e-8bcb-46cee96a7810
portrait,2022,223935,2022.55.20,New York,1987,gelatin silver print,"image: 80.01 × 80.01 cm (31 1/2 × 31 1/2 in.)
sheet: 108.59 × 101.6 cm (42 3/4 × 40 in.)","on verso, signed by artist, lower right in graphite: Rosalind Solomon",,Rosalind Fox Solomon,"Rosalind Fox Solomon, New York; Private collection; gift to NGA (through Paul Mahon, Washington, DC), 2022.",Gift of Annie and Paul Mahon,Photograph,,https://api.nga.gov/iiif/3899c5a4-ede9-4e26-a3b4-5271c1766ca8/full/full/0/default.jpg,3899c5a4-ede9-4e26-a3b4-5271c1766ca8,3899c5a4-ede9-4e26-a3b4-5271c1766ca8
portrait,2022,223917,2022.55.2,New York,1987,gelatin silver print,"image: 80.01 × 80.01 cm (31 1/2 × 31 1/2 in.)
sheet: 108.59 × 101.6 cm (42 3/4 × 40 in.)","on verso, signed by artist, lower right in graphite: Rosalind Solomon",,Rosalind Fox Solomon,"Rosalind Fox Solomon, New York; Private collection; gift to NGA (through Paul Mahon, Washington, DC), 2022.",Gift of Annie and Paul Mahon,Photograph,,https://api.nga.gov/iiif/c67e68cc-b078-449d-ad58-ab9ee82abddd/full/full/0/default.jpg,c67e68cc-b078-449d-ad58-ab9ee82abddd,c67e68cc-b078-449d-ad58-ab9ee82abddd
portrait,2022,223934,2022.55.19,New York,1987,gelatin silver print,"image: 80.01 × 80.01 cm (31 1/2 × 31 1/2 in.)
sheet: 108.59 × 101.6 cm (42 3/4 × 40 in.)","on verso, signed by artist, lower right in graphite: Rosalind Solomon",,Rosalind Fox Solomon,"Rosalind Fox Solomon, New York; Private collection; gift to NGA (through Paul Mahon, Washington, DC), 2022.",Gift of Annie and Paul Mahon,Photograph,,https://api.nga.gov/iiif/eaf41244-ce9f-4bef-9519-2dc2f98cb230/full/full/0/default.jpg,eaf41244-ce9f-4bef-9519-2dc2f98cb230,eaf41244-ce9f-4bef-9519-2dc2f98cb230
portrait,2022,223933,2022.55.18,New York,1987,gelatin silver print,"image: 80.01 × 80.01 cm (31 1/2 × 31 1/2 in.)
sheet: 108.59 × 101.6 cm (42 3/4 × 40 in.)","on verso, signed by artist, lower right in graphite: Rosalind Solomon",,Rosalind Fox Solomon,"Rosalind Fox Solomon, New York; Private collection; gift to NGA (through Paul Mahon, Washington, DC), 2022.",Gift of Annie and Paul Mahon,Photograph,,https://api.nga.gov/iiif/f103691d-9d74-429a-ae7c-f56cf9d7d913/full/full/0/default.jpg,f103691d-9d74-429a-ae7c-f56cf9d7d913,f103691d-9d74-429a-ae7c-f56cf9d7d913
portrait,2022,223932,2022.55.17,New York,1987,gelatin silver print,"image: 80.01 × 80.01 cm (31 1/2 × 31 1/2 in.)
sheet: 108.59 × 101.6 cm (42 3/4 × 40 in.)","on verso, signed by artist, lower right in graphite: Rosalind Solomon",,Rosalind Fox Solomon,"Rosalind Fox Solomon, New York; Private collection; gift to NGA (through Paul Mahon, Washington, DC), 2022.",Gift of Annie and Paul Mahon,Photograph,,https://api.nga.gov/iiif/2c5bd037-e424-451d-b227-b8580f9be94a/full/full/0/default.jpg,2c5bd037-e424-451d-b227-b8580f9be94a,2c5bd037-e424-451d-b227-b8580f9be94a
portrait,2022,223931,2022.55.16,New York,1987,gelatin silver print,"image: 80.01 × 80.01 cm (31 1/2 × 31 1/2 in.)
sheet: 108.59 × 101.6 cm (42 3/4 × 40 in.)","on verso, signed by artist, lower right in graphite: Rosalind Solomon",,Rosalind Fox Solomon,"Rosalind Fox Solomon, New York; Private collection; gift to NGA (through Paul Mahon, Washington, DC), 2022.",Gift of Annie and Paul Mahon,Photograph,,https://api.nga.gov/iiif/581edbc9-928b-469d-9cea-7a5727820e88/full/full/0/default.jpg,581edbc9-928b-469d-9cea-7a5727820e88,581edbc9-928b-469d-9cea-7a5727820e88
